35,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,209,247,259,301,393,0,0,0,0,0,0,0,0,0,0
47,205,251,297,389,447,0,0,0,0,0,0,0,0,0,0
48,197,255,347,401,439,0,0,0,0,0,0,0,0,0,0
49,201,293,351,355,443,0,0,0,0,0,0,0,0,0,0
50,251,305,343,397,451,0,0,0,0,0,0,0,0,0,0
51,105,109,113,117,155,159,243,309,343,351,355,405,443,451,485
52,101,109,117,147,155,197,305,309,339,343,351,401,451,485,497
53,151,163,197,201,209,213,259,301,339,347,393,401,435,439,489
54,113,159,205,209,243,251,255,301,347,355,393,405,439,443,447
55,105,151,163,201,213,247,259,293,297,389,397,435,489,493,501
56,101,113,147,159,209,243,485,0,0,0,0,0,0,0,0
57,101,113,159,205,209,213,497,0,0,0,0,0,0,0,0
58,147,163,209,243,255,443,485,0,0,0,0,0,0,0,0
59,109,201,247,301,309,355,501,0,0,0,0,0,0,0,0
60,117,151,259,347,351,389,439,0,0,0,0,0,0,0,0
61,163,197,201,247,301,447,501,0,0,0,0,0,0,0,0
62,117,151,259,355,393,405,439,0,0,0,0,0,0,0,0
63,105,117,339,347,351,389,493,0,0,0,0,0,0,0,0
64,147,163,197,255,443,447,501,0,0,0,0,0,0,0,0
65,109,201,309,355,393,405,439,0,0,0,0,0,0,0,0
66,101,205,213,397,401,451,497,0,0,0,0,0,0,0,0
67,155,251,293,297,305,489,493,0,0,0,0,0,0,0,0
68,105,293,297,339,389,489,493,0,0,0,0,0,0,0,0
69,155,251,305,343,435,451,489,0,0,0,0,0,0,0,0
70,305,343,397,401,435,451,497,0,0,0,0,0,0,0,0
71,101,113,147,159,163,197,205,209,213,243,255,443,447,485,501
72,101,113,147,159,205,209,213,243,255,343,397,401,451,485,497
73,109,147,163,197,201,209,243,247,255,301,309,443,447,485,501
74,109,117,151,201,247,259,301,309,347,351,355,389,393,405,439
75,101,113,155,159,205,213,251,305,343,397,401,435,451,489,497
76,105,117,155,251,259,293,297,305,339,347,351,389,435,489,493
77,109,151,163,197,201,247,301,309,355,393,405,439,443,447,501
78,105,117,151,259,293,297,339,347,351,355,389,393,405,439,493
79,105,155,251,293,297,305,339,343,397,401,435,451,489,493,497
80,101,147,197,243,293,339,435,0,0,0,0,0,0,0,0
81,105,151,201,247,297,343,439,0,0,0,0,0,0,0,0
82,109,155,205,251,301,347,443,0,0,0,0,0,0,0,0
83,113,159,209,255,305,351,447,0,0,0,0,0,0,0,0
84,117,163,213,259,309,355,451,0,0,0,0,0,0,0,0
85,101,151,197,293,389,435,485,0,0,0,0,0,0,0,0
86,105,155,201,297,393,439,489,0,0,0,0,0,0,0,0
87,109,159,205,301,397,443,493,0,0,0,0,0,0,0,0
88,113,163,209,305,401,447,497,0,0,0,0,0,0,0,0
89,117,147,213,309,405,451,501,0,0,0,0,0,0,0,0
90,151,247,293,343,389,439,485,0,0,0,0,0,0,0,0
91,155,251,297,347,393,443,489,0,0,0,0,0,0,0,0
92,147,243,309,339,405,435,501,0,0,0,0,0,0,0,0
93,159,255,301,351,397,447,493,0,0,0,0,0,0,0,0
94,163,259,305,355,401,451,497,0,0,0,0,0,0,0,0
95,101,105,147,151,197,201,243,247,293,339,343,389,435,439,485
96,105,109,155,201,205,247,251,297,301,343,347,393,439,443,489
97,101,117,147,151,197,213,243,293,309,339,389,405,435,485,501
98,105,151,155,197,201,247,251,293,297,343,389,393,439,485,489
99,109,113,159,205,209,255,301,305,347,351,397,401,443,447,493
100,101,117,147,163,213,243,259,309,339,355,405,435,451,497,501
101,109,155,159,205,251,255,297,301,347,351,393,397,443,489,493
102,113,117,163,209,213,259,305,309,355,401,405,447,451,497,501
103,113,159,163,209,255,259,305,351,355,397,401,447,451,493,497
